 10201336673719255235560.1717924.93974Elielinaukio        Elielplatsen        Elielinaukio        Elielplatsen        23 66751233385828                                        03H 202360.1717524.93997M4               1051000002110038 
 10201346673563255257160.1703424.94382Rautatientori       Järnvägstorget      Kaivokatu 4         Brunnsgatan 4       16 66749583386037                                        03H 205760.1704524.94379M3               40 1000003110034 
 10201356673726255235560.1718624.93972Elielinaukio        Elielplatsen        Elielinaukio        Elielplatsen        24 66751303385828                                        03H 202460.1718124.93997M4               1051000002110038 
 10201406673539255233460.1702224.93943Kaivokatu           Brunnsgatan         Kaivokatu 12        Brunnsgatan 12         66749443385799                                        03H 205560.1702124.93940M3               40        110036 
 10201696673924255290260.1735424.94981Kaisaniemenpuisto   Kajsaniemiparken    Kaisaniemenkatu     Kajsaniemigatan        66753033386384                                        03H 205960.1736324.94955M3               40        110031 
 10201716673613255227960.1708624.93856Postitalo           Posthuset           Postikatu           Postgatan              66750213385747                                        03H 203860.1709324.93852M4               40        110048 
 10201746673561255225360.1703324.93807Lasipalatsi         Glaspalatset        Mannerheimintie 9   Mannerheimvägen 9      66749703385719PT                                      03H 190360.1702724.93789M3               40        110049 
 10201756673653255262160.1711324.94480Rautatientori       Järnvägstorget      Mikonkatu           Mikaelsgatan        15 66750453386091                                        03H 205860.1711324.94489M3               40 1000003110034 
 10201766673639255226160.1710124.93825Postitalo           Posthuset           Postikatu           Postgatan              66750483385730                                        03H 203960.1709024.93829M2               40        110050 
 10201776673543255221660.1701924.93744Lasipalatsi         Glaspalatset        Mannerheimintie     Mannerheimsvägen       66749543385681PT                                      03H 190260.1703224.93780L                40        110049 
 10201826673635255249760.1709824.94270Rautatientori       Järnvägstorget      Rautatientori       Järnvägstorget      2  66750333385966                                        03H 204260.1709724.94270M4               20 1000003110034 
 10202016673742255256560.1719224.94376Rautatientori       Järnvägstorget      Vilhonkatu          Vilhelmsgatan          66751373386039                                        01H     60.1718924.94376M4               1191000003110034 
 10202286673654255234260.1711324.93974Elielinaukio        Elielplatsen        Elielinaukio        Elielplatsen           66750593385812                                        03H 202060.1712424.93972M4               80 1000002110038 
 10202396673740255235560.1720024.93977Elielinaukio        Elielplatsen        Elielinaukio        Elielplatsen        26 66751443385829                                        03H 202660.1719324.93997M4               1101000002110038 
 10202416673747255235560.1720524.93972Elielinaukio        Elielplatsen        Elielinaukio        Elielplatsen        27 66751513385829                                        03H 202760.1720024.93998M4               1051000002110038 
 10202436673754255235560.1721124.93974Elielinaukio        Elielplatsen        Elielinaukio        Elielplatsen        28 66751583385829                                        03H 202860.1720624.93998M4               1101000002110038 
 10204016673566255266760.1703524.94545Mikonkatu           Mikaelsgatan        Mikonkatu           Mikaelsgatan           66749563386133                                        03H 042560.1703324.94537M4               20        140006 
 10204026673551255264360.1702124.94523Mikonkatu           Mikaelsgatan        Mikonkatu           Mikaelsgatan           66749423386108                                        03H 042460.1702124.94533M4               20        140006 
 10204436673545255224360.1702324.93798Lasipalatsi         Glaspalatset        Mannerheimintie     Mannerheimvägen        66749553385708PT                                      02H 010260.1702224.93798M2               20        140007 
 10204446673573255223260.1704524.93770Lasipalatsi         Glaspalatset        Mannerheimintie 9   Mannerheimvägen 9      66749833385698PT                                      02H 010160.1704224.93766M1               20        140007 
 10204466673381255249960.1687424.94248Ylioppilastalo      Studenthuset        Aleksanterinkatu    Alexandersgatan        66747793385956YT                                      03H 040160.1687724.94246M3               20        140008 
 10204476673401255247460.1688624.94206Ylioppilastalo      Studenthuset        Aleksanterinkatu    Alexandersgatan        66748003385932YT                                      03H 040260.1687624.94205M3               20        140008 
 10204486673402255274260.1689024.94686Aleksanterinkatu    Alexandersgatan     Aleksanterinkatu 42 Alexandersgatan 42     66747893386200                                        03H 040360.1689124.94684M1               20        140009 
 10204496673413255270060.1689324.94613Aleksanterinkatu    Alexandersgatan     Aleksanterinkatu 13 Alexandersgatan 13     66748023386159                                        03H 040460.1688824.94612M2               20        140009 
 10204506673417255294160.1690124.95046Senaatintori        Senatstorget        Aleksanterinkatu    Alexandersgatan        66747953386400YOP                                     03H 040560.1690124.95043M1               20        140010 
 10204536673563255243160.1703624.94130Rautatieasema       Järnvägsstationen   Kaivokatu           Brunnsgatan            66749643385897                                        03H 030160.1704024.94128M1               20        140011 
 10204546673576255239460.1704024.94061Rautatieasema       Järnvägsstationen   Kaivokatu           Brunnsgatan            66749793385860                                        03H 030260.1703824.94063M3               20        140011 
 10204556673426255290660.1689624.94983Senaatintori        Senatstorget        Aleksanterinkatu    Alexandersgatan        66748063386365                                        03H 040660.1689824.94982M2               20        140010 
 10204576673727255278360.1717824.94761Kaisaniemenkatu     Kajsaniemigatan     Kaisaniemenkatu 7   Kajsaniemigatan 7      66751123386256                                        03H 030360.1717724.94761M2               20        140013 
 10204586673716255276660.1716524.94751Kaisaniemenkatu     Kajsaniemigatan     Kaisaniemenkatu     Kajsaniemigatan        66751023386238                                        03H 030460.1716424.94751M2               20        140013 
 10204596673930255288860.1736024.94958Kaisaniemenpuisto   Kajsaniemiparken    Kaisaniemenkatu     Kajsaniemigatan        66753103386370                                        03H 030560.1736124.94953M3               20        140014 
 10204606673904255285860.1733124.94921Kaisaniemenpuisto   Kajsaniemiparken    Kaisaniemenkatu     Kajsaniemigatan        66752853386339                                        03H 030660.1733024.94922M3               20        140014 
 10204636673327255242360.1682324.94110Ylioppilastalo      Studenthuset        Mannerheimintie 1   Mannerheimvägen 1      66747293385878YT                                      03H 070160.1681924.94102M2               20        140015 
 10204646673275255244960.1677624.94159Ylioppilastalo      Studenthuset        Mannerheimintie     Mannerheimvägen        66746753385902YT                                      03H 070260.1677724.94164M3               20        140015 
 10205016673670255245060.1712924.94167Helsinki            Helsingfors         Kaivokatu 1         Brunnsgatan 1          66750703385920Päärata             Huvudbanan          03H 007060.1712924.94167L4               4001000201150001 
 10205026673827255235060.1727224.93991Helsinki            Helsingfors         Kaivokatu 1         Brunnsgatan 1          66752313385828Ranta- ja V-kosken rKust- och Vforsbanan03H 007060.1727224.93991L4               4001000201150001 
 10205036673859255247060.1729924.94204Helsinki            Helsingfors         Kaivokatu 1         Brunnsgatan 1       1-366752583385949Päärata             Huvudbanan          03H     60.1729924.94204L4               400       150002 
 10205516673670255243560.1713024.94140Helsinki            Helsingfors         Kaivokatu 1         Brunnsgatan 1          66750713385905Päärata             Huvudbanan          03H 007060.1713024.94140L4               4001000201150001 
 10205526673828255233060.1727324.93955Helsinki            Helsingfors         Kaivokatu 1         Brunnsgatan 1          66752333385808Ranta- ja Mrl-radat Kust- och Vforsbanan03H 007060.1727324.93955L4               4001000201150001 
 10205536673858255244260.1729824.94157Helsinki            Helsingfors         Kaivokatu 1         Brunnsgatan 1       1-366752583385921Päärata             Huvudbanan          03H     60.1729824.94157L4               400       150002 
 10206016673565255242260.1703624.94114Rautatientori       Järnvägstorget      Rautatientori       Järnvägstorget         66749663385888                                        01H 001460.1702424.93955L4               40 1000103160016 
 10206026673565255242260.1703624.94114Rautatientori       Järnvägstorget      Rautatientori       Järnvägstorget         66749663385888                                        01H 001460.1705024.93954L4               40 1000103160016 
 10206036673716255276160.1716724.94728Helsingin yliopisto H:fors universitet  Metro               Metro                  66751023386233                                        01H 001560.1725024.94902L4               40 1000104160002 
 10206046673716255276160.1716724.94728Helsingin yliopisto H:fors universitet  Kaisaniemi          Kajsaniemi             66751023386233                                        01H 001560.1727024.94830L4               40 1000104160002 
 10301026673202255248860.1671424.94234Erottaja            Skillnaden          Mannerheimintie     Mannerheimvägen        66746013385937                                        03H 190060.1672024.94252M3               40        110061 
 10301136672789255267660.1633224.94539Johanneksenkirkko   Johanneskyrkan      Yrjönkatu           Georgsgatan            66741803386106                                        02H 070560.1632924.94531M2               40        110068 
 10301196672996255260360.1652224.94405Kolmikulma          Trekanten           Erottajankatu 5     Skillnadsgatan 5       66743903386043                                        03H 119760.1652224.94391M3               40        110070 
 10301226673246255250160.1674924.94248Erottaja            Skillnaden          Mannerheimintie     Mannerheimvägen        66746443385952                                        03H 190160.1673824.94222M3               40        110061 
 10304236673246255301160.1674324.95168Kauppatori          Salutorget          Eteläesplanadi      Södra esplanaden       66746213386462                                        01H 042960.1674324.95168M3               20        140018 
 10304246673237255301460.1673624.95171Kauppatori          Salutorget          Eteläesplanadi      Södra esplanaden       66746123386464                                        02H 043060.1673424.95171M3               20        140019 
 10304256673268255304460.1676124.95220Kauppatori          Salutorget          Eteläranta          Södra kajen            66746413386496KT                                      02H 043160.1676124.95223M3               20        140019 
 10304266672988255306260.1651024.95253Eteläranta          Södra kajen         Eteläranta 10       Södra kajen 10         66743613386501                                        02H 043260.1650924.95260M2               20        140020 
 10304276672999255307060.1652024.95261Eteläranta          Södra kajen         Eteläranta          Södra kajen            66743723386509                                        02H 043360.1651924.95259M2               20        140020 
 10304286672988255259060.1651624.94395Kolmikulma          Trekanten           Erottajankatu 11    Skillnadsgatan 11      66743823386029                                        02H 070360.1651524.94392M3               20        140021 
 10304296672975255257660.1650524.94390Kolmikulma          Trekanten           Erottajankatu       Skillnadsgatan         66743703386015                                        01H 070460.1650424.94394M3               20        140021 
 10307016673230255324060.1672424.95578Kauppatori          Salutorget          Kauppatori          Salutorget             66745953386690                                        03H 009960.1672424.95578L4               40        170001 
 10401006673086255254560.1660524.94353Ludviginkatu        Ludvigsgatan        Erottajankatu       Skillnadsgatan         66744823385989                                        03H 102460.1660524.94366L4               40        113150 
 10401016672916255227460.1647024.93812Fredrikinkatu       Fredriksgatan       Bulevardi 18-20     Bulevarden 18-20       66743253385710                                        03H 080360.1647024.93809M4               40        110073 
 10401026672884255216760.1642024.93651Fredrikinkatu       Fredriksgatan       Bulevardi 13        Bulevarden 13          66742983385602                                        03H 100560.1641624.93653M3               40        110074 
 10401036673049255245160.1658424.94138Vanha kirkkopuisto  Gamla kyrkoparken   Bulevardi 10        Bulevarden 10          66744503385893                                        01H 100460.1658424.94137M3               40        110075 
 10401046673075255242860.1658724.94125Vanha kirkkopuisto  Gamla kyrkoparken   Bulevardi           Bulevarden             66744773385871                                        03H 100360.1658124.94129M3               40        110076 
 10401126673336255185760.1684024.93097Kamppi(M)           Kampen(M)           Fredrikinkatu       Fredriksgatan       75 66747633385313Kamppi Kampen       lait. / pf. 75      03H 122260.1684524.93110M4               40        110084 
 10401156673367255171560.1687724.92859Kamppi(M)           Kampen(M)           Runeberginkatu 4    Runebergsgatan 4    70 66748013385172                                        03H 122060.1687524.92853M3               40        110084 
 10401166673387255212460.1688024.93572Simonkatu           Simonsgatan         Simonkatu 12        Simonsgatan 12         66748023385582                                        03H 023260.1688524.93565M3               40        110087 
 10401176673387255209560.1687524.93530Simonkatu           Simonsgatan         Simonkatu 9         Simonsgatan 9          66748033385553                                        03H 023160.1687324.93531M3               40        110087 
 10401236672959255215960.1649424.93622Bulevardi           Bulevarden          Fredrikinkatu 39    Fredriksgatan 39       66743733385597                                        03H 121160.1649224.93617M3               40        110093 
 10401246672808255203960.1636424.93409Bulevardi           Bulevarden          Albertinkatu        Albertsgatan           66742283385471                                        03H 121060.1636724.93419M3               40        110093 
 10401256673224255197860.1672524.93274Kampintori          Kamptorget          Fredrikinkatu 55    Fredriksgatan 55       66746463385429KP                                      03H 121360.1672824.93287M3               40        110094 
 10401266673019255187760.1656124.93137Lapinlahden puist.  Lappviksskvären     Albertinkatu 42     Albertsgatan 42        66744463385318                                        03H 121260.1656124.93145M3               40        110095 
 10401276673346255189960.1684024.93178Kampintori          Kamptorget          Urho Kekkosen Katu  Urho Kekkonens gata 77 66747713385355                                        03H 121760.1682824.93189M4               40        110096 
 10401296673628255199060.1711224.93338Arkadian puisto     Arkadiaskvären      Arkadiankatu 4-6    Arkadiagatan 4-6       66750493385459                                        03H 127260.1711524.93336M3               40        110098 
 10401306673523255180960.1701624.92995Fredrikinkatu       Fredriksgatan       Etel. Rautatiekatu  Södra Järnvägsgatan    66749523385273                                        03H 122460.1701824.92991M3               40        110099 
 10401336673027255162760.1654924.92690Ruoholahdenkatu     Gräsviksgatan       Ruoholahdenkatu     Gräsviksgatan          66744653385069                                        03H 100960.1654624.92689M3               40        110102 
 10401366672802255210160.1642924.93635Aleksant. teatteri  Alexandersteatern   Bulevardi 30        Bulevarden 30          66742193385532                                        01H 080560.1636424.93504M3               40        110105 
 10401386672926255223060.1645424.93766Fredrikinkatu       Fredriksgatan       Bulevardi 9         Bulevarden 9           66743373385667                                        03H 080460.1645424.93766L3               40        110107 
 10401446673450255180360.1694324.93004Kamppi(M)           Kampen(M)           Fredrikinkatu 65    Fredriksgatan 65    76 66748803385264Kamppi Kampen       lait. / pf. 76      03H 123760.1693724.92987M2               40        110084 
 10401466673480255178060.1696524.92950Kamppi              Kampen              Fredrikinkatu 65    Fredriksgatan 65    69 66749113385242                                        03H 124060.1696524.92950L2               40        110113 
 10401536672626255176560.1619624.92906Hietalahdentori     Sandvikstorget      Hietalahdenranta    Sandvikskajen          66740583385189                                        03H 116960.1619024.92904M3               40        110118 
 10401556672610255146560.1619224.92366Hietalahti          Sandviken           Hietalahdenranta    Sandvikskajen          66740563384888                                        03H 116760.1618324.92344M3               40        110120 
 10401576672519255151460.1611024.92455Hietalahti          Sandviken           Hietalahdenranta    Sandvikskajen          66739633384933                                        01H 116860.1612124.92468M3               40        110120 
 10401966673333255194260.1683824.93238Kampintori          Kamptorget          Urho Kekkosen katu  Urho Kekkonens gata 78 66747563385398                                        03H 121660.1684224.93231M3               40        110096 
 10402336672964255148360.1648724.92412Lapinrinne          Lappbrinken         Lapinrinne          Lappbrinken            66744093384922                                        03H 123460.1648724.92412L4               60        110131 
 10402346673097255164560.1662724.92699Lapinrinne          Lappbrinken         Lapinrinne          Lappbrinken            66745343385090                                        03H 123360.1662724.92688M4               40        110131 
 10402716673420255191960.1691124.93205Kamppi              Kampen              Kamppi              Kampen              41 66748443385379                                        02H 124160.1691224.93204M4               1601000001110154 
 10402726673417255191460.1690924.93196Kamppi              Kampen              Kamppi              Kampen              42 66748423385373                                        02H 124260.1690924.93195M4               1601000001110154 
 10402736673414255191060.1690624.93189Kamppi              Kampen              Kamppi              Kampen              43 66748393385369Kamppi, lait. 43    Kampen, pf. 43      02H 124360.1690624.93188M4               1601000001110154 
 10402746673411255190560.1690424.93180Kamppi              Kampen              Kamppi              Kampen              44 66748363385364Kamppi              Kampen              02H 124460.1690424.93178M4               1601000001110154 
 10402756673409255190160.1690224.93171Kamppi              Kampen              Kamppi              Kampen              45 66748343385360                                        02H 124560.1690224.93171M4               1601000001110154 
 10402766673407255189760.1690024.93164Kamppi              Kampen              Kamppi              Kampen              46 66748323385356                                        02H 124660.1690024.93164M4               1601000001110154 
 10402776673404255189260.1689824.93155Kamppi              Kampen              Kamppi              Kampen              47 66748303385351                                        02H 124760.1689824.93155M4               1601000001110154 
 10402786673401255188760.1689524.93146Kamppi              Kampen              Kamppi              Kampen              48 66748273385346                                        02H 124860.1689524.93146M4               1601000001110154 
 10402796673398255188260.1689224.93137Kamppi              Kampen              Kamppi              Kampen              49 66748243385341                                        02H 124960.1689224.93137M4               1601000001110154 
 10402806673395255187760.1689024.93128Kamppi              Kampen              Kamppi              Kampen              50 66748213385336                                        02H 125060.1689024.93128M4               1601000001110154 
 10402816673392255187260.1688724.93119Kamppi              Kampen              Kamppi              Kampen              51 66748183385330                                        02H 125160.1688724.93119M4               1601000001110154 
 10402826673389255186760.1688524.93109Kamppi              Kampen              Kamppi              Kampen              52 66748163385325                                        02H 125260.1688524.93109M4               1601000001110154 
 10402846673384255185860.1688024.93093Kamppi              Kampen              Kamppi              Kampen              54 66748113385316                                        02H 125460.1688024.93093M4               1001000001110154 
 10402896673380255181560.1688024.93012Kamppi, tulo        Kampen, ankomstpf.  Kamppi              Kampen                 66748093385273                                        03H     60.1688024.93012M4               1601000001110158 
 10402906673470255195060.1696224.93254Hki linja-autoasema Hfors busstation    Kamppi              Kampen                 66748933385412Kamppi, kaukoliik.  Kampen, fjärrtrafik 03H     60.1696224.93254L4               40        110159 
 10402916673490255198060.1698024.93307Hki linja-autoasema Hfors busstation    Kamppi              Kampen                 66749123385443Kamppi, linja-autoasKampen, busstationen01H     60.1698024.93307L4               40        110159 
 10404016672922255226860.1647024.93812Fredrikinkatu       Fredriksgatan       Bulevardi 18-20     Bulevarden 18-20       66743313385705                                        03H 080360.1646924.93807M3               20        140023 
 10404046672719255144360.1628124.92305Länsilinkki         Västra länken       Ruoholahdenranta    Gräsvikskajen          66741663384871                                        03H 082060.1627924.92300M                20        140024 
 10404056672690255142560.1627024.92315Länsilinkki         Västra länken       Ruoholahdenranta    Gräsvikskajen          66741373384852                                        02H 082160.1627024.92314M                20        140024 
 10404066672997255164960.1654524.92693Ruoholahden villat  Gräsviksvillorna    Ruoholahdenkatu     Gräsviksgatan          66744343385090                                        03H 082260.1654624.92691M                20        140025 
 10404076673016255161960.1654024.92675Ruoholahden villat  Gräsviksvillorna    Ruoholahdenkatu     Gräsviksgatan          66744543385061                                        03H 082360.1654124.92671M                20        140025 
 10404086673287255189460.1679524.93143Kampintori          Kamptorget          Malminrinne         Malmbrinken         80 66747133385348                                        03H 082460.1679624.93134M                20        140026 
 10404096673273255186060.1677624.93130Kampintori          Kamptorget          Malminrinne         Malmbrinken         79 66747003385313                                        03H 082560.1677824.93126M                20        140026 
 10404106673382255212760.1688024.93572Simonkatu           Simonsgatan         Simonkatu           Simonsgatan            66747973385585                                        03H 023260.1688424.93565M4               20        140027 
 10404116673391255209160.1687524.93530Simonkatu           Simonsgatan         Simonkatu           Simonsgatan            66748083385549                                        03H 023160.1687224.93529M4               20        140027 
 10404126673364255184360.1686624.93076Kamppi (M)          Kampen (M)          Fredrikinkatu       Fredriksgatan       73 66747923385300                                        03H 023460.1686724.93082M4               20        140028 
 10404136673393255184660.1688724.93064Kamppi(M)           Kampen(M)           Fredrikinkatu       Fredriksgatan       74 66748213385304                                        03H 023360.1688524.93057M4               20        140029 
 10404376673082255249160.1661024.94215Erottaja            Skillnaden          Bulevardi 6         Bulevarden 6           66744813385935ET                                      03H 080160.1660924.94211M3               20        140030 
 10404386672926255224260.1646524.93775Fredrikinkatu       Fredriksgatan       Bulevardi 9         Bulevarden 9           66743363385679                                        03H 080460.1645924.93780M3               20        140023 
 10404406672746255203060.1631724.93371Aleksant. teatteri  Alexandersteatern   Bulevardi 30        Bulevarden 30          66741663385459                                        03H 080560.1631724.93371L3               20        140031 
 10404416672649255179060.1622324.92956Hietalahdentori     Sandvikstorget      Hietalahdenkatu     Sandviksgatan          66740803385215                                        01H 080860.1621824.92945M3               20        140032 
 10404426672788255168960.1634624.92768Hietalahdenkatu     Sandviksgatan       Hietalahdenkatu     Sandviksgatan          66742233385120                                        03H 081060.1634524.92768M3               20        140033 
 10404436672714255152960.1628124.92489Kalevankatu         Kalevagatan         Kalevankatu         Kalevagatan            66741573384957HIE                                     03H 081260.1627724.92491M3               20        140034 
 10404446672583255171160.1617024.92800Köydenpunojankatu   Repslagaregatan     Hietalahdenranta 15 Sandvikskajen 15       66740183385133                                        03H 080960.1616524.92805M3               20        140035 
 10404456673114255248960.1662124.94236Erottaja            Skillnaden          Bulevardi 3         Bulevarden 3           66745133385934ET                                      03H 080260.1661924.94239M3               20        140030 
 10404466672559255152860.1614624.92483Hietalahti          Sandviken           Ruoholahdenranta    Gräsvikskajen          66740023384949                                        03H 081160.1614724.92485M3               20        140036 
 10404806673334255132560.1684324.92115Marian sairaala     Maria sjukhus       Mechelininkatu      Mechelingatan          66747853384781                                        02H 021760.1684224.92114M2               20        140038 
 10404816673208255130260.1673024.92120Marian sairaala     Maria sjukhus       Mechelininkatu      Mechelingatan          66746613384753                                        02H 021860.1673024.92123M2               20        140038 
 10406016673395255188960.1689024.93149Kamppi              Kampen              Kamppi              Kampen                 66748213385348                                        01H 001360.1687324.93170L4               40 1000102160015 
 10406026673395255189060.1689024.93151Kamppi              Kampen              Kamppi              Kampen                 66748213385349                                        01H 001360.1690024.93133L4               40 1000102160015 
 10501066672736255232960.1628824.93909Iso Roobertinkatu   Stora Robertsgatan  Fredrikinkatu 29    Fredriksgatan 29       66741423385757                                        02H 081360.1628624.93905M3               40        110166 
 10501076672674255213360.1625124.93597Iso Roobertinkatu   Stora Robertsgatan  Albertinkatu 26-28  Albertsgatan 26-28     66740893385559                                        01H 117060.1624624.93585M3               40        110166 
 10501086672556255245260.1612724.94134Viiskulma           Femkanten           Fredrikinkatu 19    Fredriksgatan 19       66739573385872VII                                     02H 081560.1612424.94129M3               40        110167 
 10501096672475255245660.1606124.94144Viiskulma           Femkanten           Pursimiehenkatu     Båtsmansgatan          66738763385872VII                                     03H 117460.1606624.94136M3               40        110167 
 10501106672501255225360.1609124.93812Merimiehenkatu      Sjömansgatan        Albertinkatu 10     Albertsgatan 10        66739113385671                                        03H 117260.1609124.93806M3               40        110168 
 10501126672192255239860.1580524.94035Tehtaanpuisto       Fabriksparken       Tehtaankatu         Fabriksgatan           66735963385801                                        03H 118060.1579924.94035M2               40        110170 
 10501136672170255214060.1578324.93573Perämiehenkatu      Styrmansgatan       Tehtaankatu         Fabriksgatan           66735853385543                                        03H 044460.1578124.93572M3               40        110171 
 10501156672154255215660.1578024.93599Perämiehenkatu      Styrmansgatan       Tehtaankatu 34      Fabriksgatan 34        66735693385558                                        02H 044560.1578224.93599M3               40        110171 
